City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Novopskov,49.55,39.09,40.75,69,10,11.34,UA,1603857474
Mollendo,-17.02,-72.01,61.75,78,76,6.26,PE,1603857475
São José da Coroa Grande,-8.9,-35.15,75.65,83,90,9.01,BR,1603857476
Zhezkazgan,47.8,67.71,30.13,90,47,14.07,KZ,1603857477
Asău,46.43,26.4,50.0,98,89,1.43,RO,1603857478
Tuktoyaktuk,69.45,-133.04,10.4,92,90,16.11,CA,1603857480
Narsaq,60.92,-46.05,30.2,74,100,1.12,GL,1603857481
Pangkalanbuun,-2.68,111.62,90.9,55,78,3.29,ID,1603857228
Saldanha,-33.01,17.94,59.0,87,100,3.36,ZA,1603857483
Fort-Shevchenko,44.51,50.26,42.04,60,0,18.59,KZ,1603857484
Zastron,-30.3,27.08,62.28,55,15,5.37,ZA,1603857485
Dikson,73.51,80.55,3.99,94,97,18.63,RU,1603857486
Lorengau,-2.02,147.27,85.82,65,62,1.68,PG,1603857487
Beloha,-25.17,45.05,74.1,73,90,16.46,MG,1603857488
Yilan,24.76,121.75,82.4,69,75,16.11,TW,1603857490
Gurupi,-11.73,-49.07,76.51,73,55,4.0,BR,1603857453
Cabedelo,-6.98,-34.83,77.0,88,40,4.7,BR,1603857492
Dvinskoy,62.15,45.12,39.78,94,100,7.2,RU,1603857493
Cuetzalan,20.03,-97.52,63.9,91,78,1.74,MX,1603857494
San Patricio,28.02,-97.52,55.4,93,90,18.34,US,1603857495
Mareeba,-17.0,145.43,90.0,62,38,12.75,AU,1603857496
Padang,-0.95,100.35,86.31,57,41,4.0,ID,1603857295
Waingapu,-9.66,120.26,88.45,56,93,11.74,ID,1603857498
Uthal,25.81,66.62,79.66,39,0,0.6,PK,1603857242
Laguna,38.42,-121.42,62.01,47,1,5.08,US,1603857501
Thompson,55.74,-97.86,17.6,78,75,5.82,CA,1603857502
Nisibis,37.08,41.22,60.8,30,0,4.0,TR,1603857504
Grand-Santi,4.25,-54.38,73.92,93,100,2.53,GF,1603857505
Lucapa,-8.42,20.74,66.11,98,100,0.38,AO,1603857506
Saint-François,46.42,3.91,51.8,87,90,5.82,FR,1603857507
Lae,-6.72,146.98,86.18,60,75,9.13,PG,1603857508
Ancud,-41.87,-73.82,46.99,93,40,3.36,CL,1603857510
Chengzihe,45.33,131.07,46.06,49,0,11.23,CN,1603857511
Mahina,-17.51,-149.49,82.4,74,75,16.11,PF,1603857512
Pedasí,7.53,-80.03,79.21,85,43,7.0,PA,1603857513
Assiut,27.18,31.18,66.2,88,0,11.41,EG,1603857514
Deputatsky,69.3,139.9,-0.85,92,7,5.44,RU,1603857515
Forbes,-33.38,148.02,70.0,62,32,3.0,AU,1603857516
Linguère,15.4,-15.12,76.62,18,0,4.85,SN,1603857518
Preobrazheniye,42.9,133.91,54.73,54,93,6.49,RU,1603857519
Bandarbeyla,9.49,50.81,76.69,73,5,4.07,SO,1603857520
Kerema,-7.96,145.78,82.15,77,83,11.95,PG,1603857521
Bethanien,-26.5,17.16,59.77,33,1,2.89,NA,1603857522
Whitehorse,60.72,-135.05,30.2,86,75,3.36,CA,1603857523
Taltal,-25.4,-70.48,55.69,77,10,2.95,CL,1603857524
Sept-Îles,50.2,-66.38,23.0,85,20,4.7,CA,1603857444
San Cristobal,7.77,-72.22,66.34,92,56,2.13,VE,1603857527
Kiunga,-6.12,141.29,75.36,92,100,2.75,PG,1603857528
Laa,8.08,-10.77,71.19,96,67,1.19,SL,1603857529
Auki,-8.77,160.7,82.4,82,48,4.5,SB,1603857530
Cayenne,4.93,-52.33,77.0,100,0,9.46,GF,1603857531
Stephenville,32.22,-98.2,36.0,100,90,11.41,US,1603857423
Constantine,36.37,6.61,42.8,93,20,3.36,DZ,1603857533
Maraã,-1.83,-65.37,75.13,96,78,1.63,BR,1603857534
Hong Kong,22.29,114.16,79.0,70,100,1.01,HK,1603857365
Kavaratti,10.57,72.64,81.99,74,52,6.67,IN,1603857537
Lata,40.16,-8.33,62.01,94,100,1.01,PT,1603857538
Imeni Poliny Osipenko,52.42,136.49,39.07,72,98,6.13,RU,1603857539
Terney,45.05,136.61,46.04,81,86,1.14,RU,1603857540
Rock Sound,24.9,-76.2,81.82,80,100,16.73,BS,1603857541
Zhangaözen,43.3,52.8,34.95,70,0,13.27,KZ,1603857542
Constitución,-35.33,-72.42,48.81,83,19,2.89,CL,1603857544
Mushie,-3.02,16.9,70.97,97,100,2.59,CD,1603857545
Guerrero Negro,27.98,-114.06,62.49,37,0,13.71,MX,1603857482
Kostanay,53.17,63.58,21.2,92,0,13.42,KZ,1603857547
Lebu,-37.62,-73.65,50.92,88,100,12.33,CL,1603857548
Bathsheba,13.22,-59.52,80.6,83,40,17.22,BB,1603857549
Sabang,5.89,95.32,82.71,74,98,21.12,ID,1603857550
Bail-Hongal,15.82,74.87,77.94,56,0,9.22,IN,1603857552
Ribnitz-Damgarten,54.25,12.47,48.2,81,75,14.99,DE,1603857555
Wajid,3.81,43.25,74.43,82,86,13.62,SO,1603857556
Anadyr,64.75,177.48,14.0,92,0,4.47,RU,1603857557
Gunjur,13.2,-16.73,75.2,100,0,2.77,GM,1603857558
Tofield,53.37,-112.67,39.0,78,100,8.99,CA,1603857559
Villagarzón,1.04,-76.63,72.21,83,100,4.61,CO,1603857560
Namatanai,-3.67,152.43,87.06,62,28,1.3,PG,1603857561
Fes,34.04,-5.0,46.4,93,0,2.24,MA,1603857562
Calvinia,-31.47,19.78,48.94,61,18,4.0,ZA,1603857564
Okha,53.57,142.95,41.67,75,95,4.85,RU,1603857565
Karratha,-20.74,116.85,83.23,50,5,12.71,AU,1603857566
Bairiki Village,1.33,172.98,86.0,66,20,4.7,KI,1603857567
Ugoofaaru,5.67,73.0,83.1,72,7,6.33,MV,1603857568
Avera,33.19,-82.53,71.6,100,90,3.36,US,1603857569
Altar,30.7,-111.82,55.0,35,0,5.01,MX,1603857570
Āsosa,10.07,34.53,62.62,82,0,5.14,ET,1603857571
Ketchikan,55.34,-131.65,46.4,100,90,1.32,US,1603857465
Longyearbyen,78.22,15.64,30.2,86,75,5.82,SJ,1603857574
Aktau,43.65,51.2,32.0,62,0,13.42,KZ,1603857575
Qaqortoq,60.72,-46.03,30.2,74,100,1.12,GL,1603857576
Fort Nelson,58.81,-122.7,21.2,92,40,1.12,CA,1603857466
Srīvardhan,18.03,73.02,83.59,65,0,2.57,IN,1603857579
Trelew,-43.25,-65.31,57.02,34,48,14.56,AR,1603857580
São João da Barra,-21.64,-41.05,73.98,93,87,11.07,BR,1603857581
Acajutla,13.59,-89.83,70.0,100,83,4.79,SV,1603857582
Ribeira Grande,38.52,-28.7,62.87,61,100,4.65,PT,1603857584
Forsytheganj,52.63,29.73,44.06,91,1,6.38,BY,1603857585
Bilibino,68.05,166.44,5.52,90,100,1.54,RU,1603857586
Nanortalik,60.14,-45.24,30.58,90,100,4.7,GL,1603857588
Port Blair,11.67,92.75,84.09,69,96,3.71,IN,1603857522
Myski,53.71,87.8,35.2,86,100,11.7,RU,1603857591
Kiryat Gat,31.61,34.76,73.0,100,66,2.55,IL,1603857592
Mandalgovi,45.76,106.27,41.54,44,0,12.21,MN,1603857594
Kathmandu,27.72,85.32,68.0,72,20,1.54,NP,1603857319
San Jose,37.34,-121.89,63.0,36,0,0.78,US,1603857328
Camiri,-20.05,-63.52,68.67,67,0,1.43,BO,1603857597
Butembo,0.15,29.28,58.64,100,100,2.13,CD,1603857598
Shibetsu,43.66,145.13,53.6,71,75,6.93,JP,1603857599
Heihe,50.24,127.49,37.4,69,40,8.95,CN,1603857600
São Miguel do Araguaia,-13.28,-50.16,75.56,89,100,4.16,BR,1603857602
Guane,22.2,-84.09,77.54,91,100,6.08,CU,1603857604
Hofn,64.25,-15.21,40.6,78,100,23.87,IS,1603857606
Turukhansk,65.82,87.98,6.37,86,97,20.04,RU,1603857609
Hailey,43.52,-114.32,32.0,84,5,4.7,US,1603857532
Oussouye,12.48,-16.55,78.8,94,0,2.19,SN,1603857611
Karatau,43.17,70.47,37.27,65,0,1.19,KZ,1603857612
Verkh-Usugli,52.7,115.17,30.38,81,48,1.77,RU,1603857614
Goderich,43.75,-81.72,44.01,75,97,12.44,CA,1603857615
Isangel,-19.55,169.27,78.62,69,13,16.98,VU,1603857616
Vanimo,-2.67,141.3,83.88,74,45,3.0,PG,1603857618
Pāsighāt,28.07,95.33,83.37,45,0,2.95,IN,1603857619
Saskylakh,71.92,114.08,6.98,93,100,14.27,RU,1603857620
Sémbé,1.65,14.58,68.97,92,100,1.34,CG,1603857621
Klaksvík,62.23,-6.59,46.4,81,99,11.41,FO,1603857563
Solnechnyy,50.72,136.63,36.16,84,100,3.49,RU,1603857623
Newport,51.59,-3.0,46.99,97,82,1.01,GB,1603857422
Yulara,-25.24,130.99,91.4,7,0,6.93,AU,1603857627
Mayor Pablo Lagerenza,-19.93,-60.77,74.86,72,0,6.26,PY,1603857628
Pueblo,38.25,-104.61,30.2,68,90,3.36,US,1603857399
Luena,-11.78,19.92,61.23,91,90,2.64,AO,1603857630
Leshukonskoye,64.9,45.76,39.81,97,100,9.98,RU,1603857632
Adré,13.47,22.2,74.21,26,7,14.12,TD,1603857633
Maharagama,6.85,79.93,85.51,65,0,1.59,LK,1603857634
Hvolsvollur,63.75,-20.22,37.99,65,3,21.99,IS,1603857636
Les Escoumins,48.11,-69.02,19.96,95,12,4.32,CA,1603857637
Chabahar,25.29,60.64,60.8,72,0,4.7,IR,1603857638
Puyang,29.46,119.89,70.39,65,71,6.55,CN,1603857639
Vila Franca do Campo,37.72,-25.43,62.6,63,75,4.07,PT,1603857641
Río Gallegos,-51.62,-69.22,48.2,36,20,21.92,AR,1603857642
Røros,62.57,11.38,32.0,88,93,3.36,NO,1603857643
Botou,38.07,116.57,64.58,22,95,6.17,CN,1603857644
Fairbanks,64.84,-147.72,28.4,92,90,4.7,US,1603857357
Eenhana,-17.47,16.33,78.8,21,75,4.7,NA,1603857646
Chino Valley,34.76,-112.45,44.6,10,1,13.87,US,1603857647
Eureka,40.8,-124.16,50.0,81,1,2.48,US,1603857431
Ilām,26.92,87.92,71.06,55,0,3.15,NP,1603857651
Aksu,41.12,80.26,52.34,38,100,1.97,CN,1603857652
Alekseyevsk,57.84,108.35,30.65,95,90,3.74,RU,1603857653
Gimli,50.63,-96.99,34.0,98,100,8.39,CA,1603857654
Tazovsky,67.47,78.7,-3.48,89,0,8.99,RU,1603857656
Badou,7.58,0.6,71.87,80,98,0.89,TG,1603857657
Marawi,8.0,124.29,82.99,77,29,1.99,PH,1603857658
Makkah al Mukarramah,21.43,39.83,74.26,58,0,0.65,SA,1603857659
Naze,28.37,129.48,80.6,61,75,9.17,JP,1603857660
Paracale,14.28,122.79,86.14,67,3,5.19,PH,1603857661
Santa Cruz de la Sierra,-17.8,-63.17,73.4,83,0,8.05,BO,1603857662
Kyren,51.68,102.14,44.08,59,1,1.3,RU,1603857664
Roebourne,-20.78,117.13,83.57,49,16,12.41,AU,1603857666
Lima,-12.04,-77.03,62.6,77,20,11.41,PE,1603857516
Ulaangom,49.98,92.07,35.67,72,54,2.62,MN,1603857668
Russell,32.35,-85.2,73.4,94,90,5.82,US,1603857670
Fare,-16.7,-151.02,80.42,81,56,17.85,PF,1603857671
Volodarskiy,46.4,48.54,35.6,80,0,11.18,RU,1603857673
Meulaboh,4.14,96.13,86.02,62,80,1.1,ID,1603857525
Ardakān,32.31,54.02,53.6,27,0,4.7,IR,1603857677
Vicksburg,32.35,-90.88,66.2,100,90,8.86,US,1603857678
Fatehābād,29.52,75.45,79.99,16,0,1.19,IN,1603857679
Bozoum,6.32,16.38,67.39,86,56,2.53,CF,1603857680
Mongu,-15.25,23.13,70.41,39,19,7.36,ZM,1603857682
Umm Kaddadah,13.6,26.69,79.02,22,0,15.17,SD,1603857683
Richards Bay,-28.78,32.04,73.96,79,4,15.14,ZA,1603857684
Isla Mujeres,21.23,-86.73,82.4,83,75,10.29,MX,1603857686
Pimenteiras,-6.25,-41.42,73.04,88,70,2.8,BR,1603857687
Cabinda,-5.55,12.2,77.07,87,100,7.27,AO,1603857688
Bundaberg,-24.85,152.35,81.0,69,75,12.75,AU,1603857690
Yaan,7.38,8.57,72.82,90,15,3.74,NG,1603857692
Luangwa,-15.62,30.42,76.5,49,2,5.57,ZM,1603857694
Tālcher,20.95,85.22,79.36,48,0,5.53,IN,1603857695
Erdenet,49.03,104.08,40.19,59,0,3.78,MN,1603857696
Kalmunai,7.42,81.82,86.38,56,1,6.4,LK,1603857698
Mahibadhoo,3.78,72.97,82.47,75,62,10.6,MV,1603857699
Noci,40.79,17.13,57.0,100,75,8.05,IT,1603857700
Baie-Comeau,49.22,-68.15,24.8,79,90,4.7,CA,1603857701
La Ronge,55.1,-105.28,28.4,86,90,9.17,CA,1603857702
Karasburg,-28.02,18.75,55.6,39,34,1.48,NA,1603857703
Aklavik,68.22,-135.01,10.4,85,90,2.24,CA,1603857704
Progreso,21.28,-89.67,77.0,94,90,11.41,MX,1603857706
Yumen,40.28,97.2,51.12,41,23,7.99,CN,1603857707
Butka,56.72,63.79,24.55,96,99,7.45,RU,1603857708
Dunmore East,52.15,-6.99,46.99,79,64,3.0,IE,1603857709
Sonsón,5.71,-75.31,59.0,100,40,2.24,CO,1603857711
Bela Cruz,-3.05,-40.17,73.54,91,100,4.16,BR,1603857713
Diamantina,-18.25,-43.6,65.17,89,31,1.57,BR,1603857714
Beringovskiy,63.05,179.32,27.28,93,67,12.97,RU,1603857715
Zhanakorgan,43.91,67.25,35.76,74,33,6.98,KZ,1603857716
Isiolo,0.35,37.58,69.31,73,15,8.88,KE,1603857719
Huaral,-11.49,-77.21,62.6,77,20,11.41,PE,1603857720
Tuatapere,-46.13,167.68,54.0,79,100,11.99,NZ,1603857721
Balabac,7.99,117.06,85.95,68,100,7.18,PH,1603857723
Porto-Vecchio,41.59,9.28,53.6,93,0,2.24,FR,1603857724
Piaçabuçu,-10.41,-36.43,75.88,87,98,12.06,BR,1603857725
Gayny,60.31,54.32,30.92,97,99,8.9,RU,1603857727
Odemira,37.6,-8.64,59.0,11,60,1.99,PT,1603857728
Kedrovyy,56.17,91.82,39.2,80,0,2.24,RU,1603857730
La Santisima Trinidad,-14.83,-64.9,76.17,79,52,5.06,BO,1603857732
Hamada,34.88,132.08,64.4,72,0,5.82,JP,1603857734
Nemuro,43.32,145.57,53.6,71,75,6.93,JP,1603857735
Husavik,66.04,-17.34,37.4,74,90,4.7,IS,1603857736
Sur,22.57,59.53,77.72,53,0,2.84,OM,1603857737
Puebla,18.83,-98.0,57.99,80,10,1.99,MX,1603857739
Jatai,-17.88,-51.71,72.27,82,3,1.43,BR,1603857682
Nuuk,64.18,-51.72,23.0,79,10,11.41,GL,1603857667
Acaraú,-2.89,-40.12,76.68,86,100,10.09,BR,1603857743
Arlit,18.74,7.39,74.14,18,2,9.08,NE,1603857744
Puerto Baquerizo Moreno,-0.9,-89.6,67.84,88,87,9.19,EC,1603857745
El Alto,-4.27,-81.21,64.2,86,100,14.74,PE,1603857747
Trabzon Province,40.92,39.83,62.6,88,75,4.7,TR,1603857748
Yerbogachën,61.28,108.01,21.88,92,93,6.6,RU,1603857750
Osterburg,52.78,11.77,52.0,69,100,3.0,DE,1603857751
Nabīnagar,23.89,90.97,82.4,78,0,4.7,BD,1603857752
Veracruz,19.33,-96.67,81.0,83,5,2.55,MX,1603857634
Bogale,16.28,95.4,84.13,76,53,4.94,MM,1603857754
Honningsvåg,70.98,25.97,37.4,86,75,12.75,NO,1603857756
Egvekinot,66.32,-179.17,16.61,92,34,6.26,RU,1603857757
Platteville,42.73,-90.48,30.2,86,1,6.93,US,1603857738
Yafran,32.06,12.53,53.31,82,2,1.61,LY,1603857759
Keffi,8.85,7.87,75.2,88,0,3.36,NG,1603857760
Youhao,47.87,128.83,41.23,62,0,10.33,CN,1603857762
Teotlalcingo,19.82,-97.99,54.37,85,47,5.55,MX,1603857763
Hare Bay,48.85,-54.01,32.0,96,90,12.75,CA,1603857765
Mount Isa,-20.73,139.5,87.8,8,0,16.11,AU,1603857619
Paralímni,35.04,33.98,66.2,88,20,5.82,CY,1603857767
Dicabisagan,17.08,122.42,86.36,66,70,4.81,PH,1603857768
Ogaminana,7.59,6.22,72.9,87,0,2.51,NG,1603857769
Tabuk,17.42,121.44,86.31,66,60,3.69,PH,1603857770
Norsup,-16.07,167.38,84.2,70,40,11.41,VU,1603857771
Ellenabad,29.45,74.65,79.65,16,0,2.13,IN,1603857775
Marsá Maţrūḩ,31.35,27.25,60.8,87,0,6.46,EG,1603857552
Kattivākkam,13.22,80.32,84.88,64,85,15.88,IN,1603857778
Timrå,62.49,17.33,44.6,93,71,9.17,SE,1603857779
Alexander City,32.94,-85.95,72.0,100,90,5.82,US,1603857781
‘Ewa Beach,21.32,-158.01,80.6,74,75,3.18,US,1603857782
Kununurra,-15.77,128.73,95.0,44,53,3.36,AU,1603857783
Berlevåg,70.86,29.09,37.4,86,75,12.75,NO,1603857784
Teknāf,20.86,92.31,85.66,69,1,4.0,BD,1603857786
Samaná,19.21,-69.34,78.84,85,100,10.07,DO,1603857569
Riyadh,24.69,46.72,59.0,41,0,1.52,SA,1603857790
Beohāri,24.05,81.38,77.81,44,0,3.38,IN,1603857792
Maningrida,-12.07,134.27,92.39,44,91,10.33,AU,1603857794
Kurumkan,54.3,110.3,30.24,86,52,2.39,RU,1603857795
Kieta,-6.22,155.63,83.55,74,36,1.03,PG,1603857616
Mutatá,7.24,-76.44,75.88,85,100,1.01,CO,1603857797
Quincy,42.25,-71.0,48.99,70,100,4.7,US,1603857763
Muyezerskiy,63.93,31.65,46.45,97,100,4.61,RU,1603857800
Tessalit,20.2,1.01,74.21,20,0,6.64,ML,1603857801
Santiago de Chuco,-8.15,-78.18,52.99,78,100,3.76,PE,1603857802
Katherine,-14.47,132.27,96.8,28,40,10.29,AU,1603857803
Mwinilunga,-11.74,24.43,62.02,92,24,1.52,ZM,1603857804
Yamada,39.47,141.95,58.5,58,6,6.49,JP,1603857805
Vilyaka,57.18,27.67,50.97,90,100,6.46,LV,1603857806
Dubrovka,53.69,33.51,37.4,93,0,4.47,RU,1603857808
Flinders,-34.58,150.86,69.01,63,40,8.05,AU,1603857809
Monte Patria,-30.69,-70.95,58.41,46,100,2.8,CL,1603857810
Arawa,-6.21,155.54,83.75,76,47,0.69,PG,1603857811
Terrace Bay,48.78,-87.1,34.32,90,100,24.07,CA,1603857812
Makakilo City,21.35,-158.09,80.6,74,75,3.8,US,1603857813
Yantarnyy,54.87,19.94,44.6,100,100,6.71,RU,1603857814
Poum,-20.23,164.02,77.34,73,100,9.53,NC,1603857816
Belaya Gora,68.53,146.42,6.49,94,38,6.44,RU,1603857771
Brae,60.4,-1.35,50.0,81,8,14.99,GB,1603857818
Port-Gentil,-0.72,8.78,77.81,85,100,9.04,GA,1603857819
Helong,42.54,129.0,44.31,47,0,13.13,CN,1603857820
Adrar,20.5,-10.07,78.53,21,0,9.84,MR,1603857821
Strezhevoy,60.73,77.59,8.6,84,0,8.95,RU,1603857822
